client_id,age,situation_familiale,profession,region,anciennete_mois,produit_principal,niveau_couverture,canal_souscription,prime_mensuelle_eur,nb_sinistres_12m,montant_sinistres_eur,nb_appels_support_12m,nb_avenants_contrat,retard_paiement_nb,score_satisfaction,resiliation_anterieure,date_souscription,date_derniere_interaction,churned
CLT00155,70,En couple,Sans emploi,Bretagne,12,Assurance Auto,Essentiel,Agence,87.75,0,0.0,3.0,1,0,3.0,0,2022-11-28,2022-12-14,1
CLT00156,58,Veuf/Veuve,Sans emploi,Auvergne-Rhône-Alpes,48,Assurance Habitation,Confort,Agence,54.69,1,829.16,0.0,2,0,3.0,0,2022-04-27,2024-05-29,1
CLT00157,74,Célibataire,Retraité,Bretagne,24,Assurance Auto,Confort,Téléphone,133.03,0,0.0,4.0,1,0,,0,2023-05-31,2023-09-21,0
CLT00158,44,Célibataire,Salarié,Hauts-de-France,144,Multirisque Pro,Essentiel,Courtier,207.26,0,0.0,0.0,3,0,,0,2023-05-06,2023-11-27,0
CLT00159,22,Veuf/Veuve,Salarié,Hauts-de-France,84,Assurance Vie,Premium,Agence,130.25,0,0.0,3.0,1,0,3.0,1,2022-03-24,2023-02-16,0
CLT00160,51,Marié(e),Sans emploi,Auvergne-Rhône-Alpes,24,Multirisque Pro,Essentiel,Agence,187.09,2,5241.81,2.0,2,0,5.0,0,2023-10-11,2024-03-25,0
CLT00161,37,Veuf/Veuve,Salarié,Hauts-de-France,168,Assurance Vie,Premium,Courtier,118.54,1,498.46,1.0,1,0,4.0,1,2023-12-20,2024-01-18,0
CLT00162,34,Veuf/Veuve,Indépendant,Grand Est,108,Multirisque Pro,Premium,Web,352.67,0,0.0,0.0,1,0,4.0,0,2023-02-28,2023-08-20,0
CLT00163,39,Marié(e),Retraité,PACA,156,Assurance Vie,Confort,Téléphone,94.86,0,0.0,2.0,3,0,3.0,0,2022-11-17,2023-08-05,0
CLT00164,28,Célibataire,Salarié,PACA,60,Assurance Santé,Essentiel,Téléphone,117.98,0,0.0,1.0,3,0,4.0,0,2022-04-06,2023-06-22,0
CLT00165,67,Célibataire,Sans emploi,Auvergne-Rhône-Alpes,168,Assurance Auto,Premium,Courtier,170.69,0,0.0,0.0,1,1,5.0,1,2023-07-30,2024-05-12,0
CLT00166,46,Marié(e),Retraité,Grand Est,144,Assurance Santé,Premium,Agence,216.52,0,0.0,0.0,3,1,4.0,0,2022-02-22,2022-12-13,0
CLT00167,64,En couple,Indépendant,PACA,156,Multirisque Pro,Confort,Courtier,318.59,0,0.0,3.0,0,0,5.0,1,2023-11-04,2024-03-06,1
CLT00168,42,Célibataire,Fonctionnaire,Bretagne,156,Assurance Habitation,Essentiel,Courtier,43.79,0,0.0,1.0,3,0,4.0,1,2023-08-11,2023-12-04,0
CLT00169,29,Célibataire,Indépendant,Nouvelle-Aquitaine,120,Assurance Vie,Premium,Agence,127.63,1,963.35,1.0,0,0,4.0,1,2022-10-07,2023-08-19,0
CLT00170,52,En couple,Sans emploi,Auvergne-Rhône-Alpes,84,Assurance Santé,Confort,Agence,160.16,1,718.64,3.0,3,1,4.0,0,2023-11-05,2024-02-15,1
CLT00171,63,En couple,Retraité,PACA,132,Assurance Auto,Essentiel,Agence,68.07,1,1642.49,1.0,1,0,3.0,0,2023-03-06,2023-10-24,0
CLT00172,29,Marié(e),Sans emploi,Nouvelle-Aquitaine,96,Assurance Santé,Essentiel,Courtier,116.84,0,0.0,2.0,1,1,4.0,0,2023-09-03,2023-10-16,0
CLT00173,40,Célibataire,Fonctionnaire,Île-de-France,48,Assurance Auto,Essentiel,Web,72.19,0,0.0,0.0,0,1,4.0,0,2023-03-30,2024-03-02,1
CLT00174,69,Marié(e),Indépendant,Grand Est,60,Assurance Vie,Confort,Téléphone,90.27,1,1730.75,0.0,1,0,4.0,0,2023-06-09,2023-08-06,0
CLT00175,28,Veuf/Veuve,Sans emploi,Nouvelle-Aquitaine,60,Assurance Santé,Confort,Agence,182.54,0,0.0,1.0,0,3,4.0,0,2023-11-15,2024-02-01,1
CLT00176,47,Célibataire,Indépendant,Île-de-France,72,Assurance Auto,Essentiel,Téléphone,84.19,0,0.0,0.0,3,0,4.0,0,2022-11-05,2023-06-09,0
CLT00177,27,Célibataire,Salarié,Bretagne,108,Assurance Habitation,Confort,Courtier,67.16,0,0.0,2.0,3,0,5.0,0,2023-05-25,2024-06-10,0
CLT00178,71,En couple,Sans emploi,Grand Est,36,Assurance Vie,Essentiel,Web,62.19,0,0.0,0.0,1,0,2.0,0,2023-07-27,2024-01-24,0
CLT00179,44,Célibataire,Retraité,Grand Est,168,Assurance Auto,Confort,Agence,108.28,1,448.55,4.0,0,0,4.0,0,2022-03-21,2023-02-04,1
CLT00180,37,Marié(e),Salarié,Grand Est,144,Multirisque Pro,Confort,Téléphone,272.06,1,2427.26,3.0,0,3,2.0,0,2023-02-19,2023-03-01,0
CLT00181,65,Célibataire,Retraité,Bretagne,12,Assurance Santé,Essentiel,Téléphone,137.37,0,0.0,1.0,1,1,5.0,0,2022-04-19,2022-12-24,0
CLT00182,73,Veuf/Veuve,Fonctionnaire,PACA,24,Assurance Vie,Premium,Téléphone,104.65,0,0.0,0.0,0,0,4.0,1,2022-12-14,2023-07-28,0
CLT00183,32,En couple,Fonctionnaire,PACA,36,Assurance Santé,Essentiel,Agence,118.67,0,0.0,1.0,2,1,3.0,0,2022-12-26,2023-05-26,0
CLT00184,73,En couple,Indépendant,Nouvelle-Aquitaine,120,Assurance Habitation,Essentiel,Web,46.14,0,0.0,1.0,0,1,4.0,1,2023-09-09,2023-11-26,0
CLT00185,37,Veuf/Veuve,Sans emploi,Hauts-de-France,84,Assurance Auto,Essentiel,Téléphone,76.53,0,0.0,1.0,1,0,3.0,1,2023-10-21,2024-03-31,0
CLT00186,31,Veuf/Veuve,Salarié,Auvergne-Rhône-Alpes,108,Multirisque Pro,Confort,Courtier,294.37,0,0.0,0.0,2,0,4.0,0,2023-04-26,2023-12-08,0
CLT00187,24,Célibataire,Fonctionnaire,Bretagne,36,Assurance Santé,Confort,Agence,166.24,0,0.0,0.0,3,0,4.0,0,2023-04-18,2023-12-05,1
CLT00188,33,Célibataire,Salarié,Nouvelle-Aquitaine,144,Assurance Auto,Essentiel,Courtier,76.73,0,0.0,1.0,3,0,5.0,0,2023-09-22,2024-06-07,0
CLT00189,44,En couple,Fonctionnaire,Hauts-de-France,36,Assurance Vie,Confort,Agence,82.76,1,736.99,0.0,1,0,5.0,0,2023-09-12,2024-05-12,0
CLT00190,40,Célibataire,Fonctionnaire,Hauts-de-France,108,Multirisque Pro,Essentiel,Agence,179.96,0,0.0,0.0,2,0,3.0,0,2024-01-02,2024-01-23,0
CLT00191,61,En couple,Retraité,Île-de-France,12,Multirisque Pro,Premium,Web,372.57,0,0.0,0.0,3,0,,0,2023-03-26,2023-12-19,0
CLT00192,56,Marié(e),Fonctionnaire,Bretagne,84,Multirisque Pro,Premium,Web,413.57,0,0.0,0.0,0,0,,0,2023-02-01,2024-03-25,0
CLT00193,59,Célibataire,Fonctionnaire,Bretagne,60,Assurance Santé,Premium,Agence,267.86,0,0.0,,0,1,3.0,0,2022-04-07,2023-10-30,1
CLT00194,58,Marié(e),Salarié,Auvergne-Rhône-Alpes,156,Assurance Vie,Confort,Courtier,72.65,0,0.0,0.0,2,1,4.0,0,2023-08-20,2023-10-31,0
CLT00195,25,Célibataire,Fonctionnaire,Auvergne-Rhône-Alpes,24,Assurance Santé,Confort,Téléphone,161.89,1,1532.85,0.0,3,0,5.0,1,2023-07-27,2024-02-04,1
CLT00196,38,Marié(e),Salarié,Grand Est,96,Assurance Santé,Essentiel,Agence,115.25,1,1425.29,0.0,1,0,5.0,0,2023-01-07,2023-11-19,0
CLT00197,55,En couple,Indépendant,Hauts-de-France,96,Assurance Habitation,Essentiel,Courtier,52.35,1,1919.01,0.0,3,0,5.0,1,2022-05-21,2022-10-26,0
CLT00198,29,Marié(e),Sans emploi,Île-de-France,156,Assurance Auto,Confort,Agence,96.69,1,2045.3,2.0,2,2,1.0,0,2022-05-15,2024-01-16,1
CLT00199,67,En couple,Retraité,Auvergne-Rhône-Alpes,48,Assurance Vie,Essentiel,Web,58.34,1,2051.84,0.0,2,0,4.0,1,2022-02-14,2023-04-10,1
CLT00200,31,Marié(e),Retraité,Hauts-de-France,72,Assurance Santé,Premium,Web,210.94,0,0.0,3.0,3,0,5.0,0,2022-08-28,2024-02-25,0
CLT00201,70,Marié(e),Sans emploi,Occitanie,48,Assurance Habitation,Confort,Téléphone,67.11,1,2002.93,1.0,1,0,5.0,0,2023-03-28,2023-11-19,0
CLT00202,23,En couple,Sans emploi,Auvergne-Rhône-Alpes,72,Assurance Santé,Confort,Téléphone,171.38,3,4974.45,1.0,1,0,2.0,1,2022-05-22,2023-02-02,1
CLT00203,46,Célibataire,Sans emploi,Bretagne,96,Assurance Auto,Premium,Téléphone,160.2,0,0.0,1.0,1,2,3.0,0,2022-05-08,2023-02-23,0
CLT00204,70,En couple,Retraité,Hauts-de-France,96,Assurance Auto,Essentiel,Courtier,95.79,1,1087.38,3.0,3,0,5.0,0,2022-04-04,2022-11-17,0
CLT00205,29,Célibataire,Retraité,Grand Est,168,Assurance Vie,Confort,Agence,92.82,1,2037.25,0.0,1,0,5.0,0,2023-05-30,2023-12-07,0
CLT00206,23,En couple,Salarié,Bretagne,156,Assurance Habitation,Confort,Agence,68.66,0,0.0,4.0,2,1,4.0,0,2022-11-23,2023-03-04,0
CLT00207,54,Marié(e),Retraité,Île-de-France,96,Assurance Santé,Essentiel,Web,127.7,0,0.0,0.0,1,0,5.0,0,2023-12-14,2024-01-18,0
CLT00208,63,Célibataire,Fonctionnaire,PACA,120,Assurance Vie,Confort,Agence,71.67,0,0.0,,0,0,3.0,1,2022-08-09,2023-01-09,0
CLT00209,46,Marié(e),Indépendant,PACA,120,Multirisque Pro,Premium,Téléphone,443.93,2,3843.88,1.0,3,0,5.0,0,2022-11-05,2023-03-09,0
CLT00210,33,Célibataire,Salarié,Hauts-de-France,12,Assurance Auto,Essentiel,Téléphone,68.31,1,2324.29,1.0,3,0,2.0,1,2023-05-27,2024-03-27,0
CLT00211,25,Marié(e),Retraité,Auvergne-Rhône-Alpes,156,Multirisque Pro,Essentiel,Web,215.04,1,808.19,,1,0,4.0,0,2022-01-02,2023-09-23,0
CLT00212,25,Célibataire,Sans emploi,Auvergne-Rhône-Alpes,144,Assurance Santé,Essentiel,Téléphone,135.36,0,0.0,1.0,3,1,4.0,0,2023-01-05,2023-03-15,0
CLT00213,73,Veuf/Veuve,Salarié,Grand Est,48,Multirisque Pro,Premium,Agence,347.39,0,0.0,1.0,2,1,3.0,0,2023-10-13,2024-04-28,1
CLT00214,43,Célibataire,Fonctionnaire,Bretagne,96,Assurance Santé,Confort,Agence,162.45,1,2181.51,2.0,3,0,4.0,0,2022-09-04,2024-06-08,0
CLT00215,54,Célibataire,Fonctionnaire,Auvergne-Rhône-Alpes,24,Assurance Auto,Premium,Courtier,156.8,0,0.0,2.0,2,2,5.0,0,2023-07-14,2024-01-03,0
CLT00216,25,En couple,Indépendant,Hauts-de-France,48,Assurance Habitation,Premium,Téléphone,101.25,0,0.0,1.0,1,1,4.0,1,2022-03-06,2024-03-08,1
CLT00217,73,Célibataire,Indépendant,Occitanie,156,Assurance Vie,Essentiel,Courtier,71.57,0,0.0,2.0,1,0,5.0,0,2022-02-12,2023-01-01,0
CLT00218,74,Marié(e),Salarié,Hauts-de-France,36,Assurance Santé,Premium,Téléphone,225.78,0,0.0,3.0,0,0,4.0,0,2023-10-25,2023-12-12,0
CLT00219,57,Marié(e),Salarié,Bretagne,72,Assurance Santé,Confort,Agence,179.91,0,0.0,3.0,2,1,4.0,0,2023-01-12,2024-04-03,0
CLT00220,65,Marié(e),Indépendant,Grand Est,144,Assurance Vie,Premium,Téléphone,118.75,3,4565.31,0.0,3,0,2.0,0,2023-05-24,2024-05-12,1
CLT00221,49,Veuf/Veuve,Salarié,PACA,168,Assurance Vie,Confort,Courtier,78.74,0,0.0,2.0,1,0,5.0,0,2023-03-17,2024-01-19,0
CLT00222,64,Célibataire,Salarié,Bretagne,48,Assurance Habitation,Premium,Courtier,96.02,1,1168.58,0.0,2,2,3.0,0,2022-12-02,2023-09-30,0
CLT00223,41,Veuf/Veuve,Fonctionnaire,Auvergne-Rhône-Alpes,96,Assurance Santé,Confort,Téléphone,175.74,3,1038.97,1.0,3,0,4.0,1,2023-04-03,2023-04-24,1
CLT00224,44,Célibataire,Salarié,Nouvelle-Aquitaine,120,Assurance Santé,Premium,Téléphone,220.06,0,0.0,0.0,0,0,4.0,0,2023-11-19,2024-04-30,0
CLT00225,25,En couple,Sans emploi,Île-de-France,120,Assurance Vie,Confort,Web,74.01,1,1726.3,5.0,0,1,5.0,0,2023-11-26,2024-06-13,0
CLT00226,38,En couple,Fonctionnaire,PACA,24,Assurance Vie,Essentiel,Web,52.72,0,0.0,1.0,0,0,,0,2023-01-06,2024-02-02,1
CLT00227,37,Marié(e),Fonctionnaire,Hauts-de-France,36,Multirisque Pro,Essentiel,Web,215.57,0,0.0,0.0,3,0,2.0,1,2023-03-31,2024-04-24,0
CLT00228,70,Veuf/Veuve,Fonctionnaire,Bretagne,84,Assurance Auto,Premium,Web,184.84,0,0.0,2.0,3,0,4.0,1,2023-10-28,2024-01-07,0
CLT00229,49,Veuf/Veuve,Sans emploi,Auvergne-Rhône-Alpes,168,Assurance Habitation,Essentiel,Agence,42.01,0,0.0,5.0,1,0,4.0,0,2023-02-01,2023-06-01,0
CLT00230,65,Marié(e),Retraité,Occitanie,12,Assurance Santé,Confort,Téléphone,165.77,1,1241.41,1.0,2,1,4.0,1,2022-07-24,2022-11-26,1
CLT00231,31,Veuf/Veuve,Salarié,Auvergne-Rhône-Alpes,96,Assurance Habitation,Essentiel,Téléphone,42.77,1,1817.26,1.0,2,0,4.0,1,2023-11-30,2024-02-19,0
CLT00232,41,Marié(e),Indépendant,Nouvelle-Aquitaine,72,Assurance Santé,Premium,Agence,270.63,0,0.0,3.0,2,0,5.0,0,2023-12-30,2024-06-28,0
CLT00233,29,En couple,Indépendant,PACA,60,Assurance Habitation,Confort,Web,69.7,2,2153.71,2.0,1,2,2.0,0,2022-08-31,2024-01-18,1
CLT00234,37,En couple,Sans emploi,Hauts-de-France,12,Assurance Auto,Confort,Courtier,111.58,4,8280.7,1.0,3,3,5.0,0,2022-03-30,2022-06-05,1
CLT00235,26,Veuf/Veuve,Sans emploi,Grand Est,108,Assurance Santé,Confort,Téléphone,148.27,0,0.0,2.0,1,1,2.0,0,2022-03-17,2022-07-23,0
CLT00236,73,Veuf/Veuve,Sans emploi,Hauts-de-France,72,Assurance Santé,Premium,Agence,249.43,1,1080.18,1.0,2,0,4.0,0,2022-12-19,2023-04-29,0
CLT00237,33,Veuf/Veuve,Sans emploi,Auvergne-Rhône-Alpes,144,Multirisque Pro,Premium,Web,413.56,0,0.0,0.0,1,0,2.0,0,2022-02-26,2024-06-26,1
CLT00238,68,En couple,Indépendant,Nouvelle-Aquitaine,24,Assurance Auto,Premium,Web,177.93,1,1938.6,0.0,0,1,5.0,0,2022-11-27,2023-07-15,1
CLT00239,37,Marié(e),Indépendant,PACA,24,Assurance Santé,Premium,Courtier,231.31,1,395.0,0.0,0,3,4.0,0,2023-10-13,2024-03-01,1
CLT00240,24,En couple,Sans emploi,PACA,48,Assurance Habitation,Premium,Courtier,103.79,0,0.0,0.0,0,0,1.0,0,2023-08-18,2023-11-04,0
CLT00241,33,Célibataire,Salarié,Île-de-France,12,Assurance Habitation,Premium,Courtier,100.63,1,2061.96,0.0,0,0,5.0,0,2022-02-16,2023-12-04,0
CLT00242,67,Célibataire,Retraité,Grand Est,72,Multirisque Pro,Confort,Web,260.22,0,0.0,0.0,2,0,5.0,0,2023-10-05,2024-03-01,1
CLT00243,45,Marié(e),Retraité,Grand Est,168,Assurance Santé,Confort,Web,196.78,0,0.0,3.0,2,1,5.0,0,2022-03-16,2024-02-19,0
CLT00244,66,Veuf/Veuve,Retraité,Grand Est,84,Assurance Auto,Essentiel,Téléphone,85.4,1,1959.07,1.0,2,0,5.0,0,2022-07-28,2023-07-11,0
CLT00245,61,Marié(e),Retraité,Bretagne,12,Multirisque Pro,Essentiel,Courtier,186.93,0,0.0,1.0,0,0,5.0,0,2022-05-14,2024-06-30,0
CLT00246,62,En couple,Retraité,Bretagne,48,Assurance Santé,Premium,Agence,209.42,2,5312.67,0.0,1,0,5.0,0,2022-05-06,2023-02-03,0
CLT00247,70,Célibataire,Fonctionnaire,PACA,168,Assurance Vie,Essentiel,Web,60.01,0,0.0,2.0,0,0,4.0,1,2023-01-29,2024-04-01,0
CLT00248,54,En couple,Indépendant,Bretagne,60,Assurance Habitation,Essentiel,Courtier,39.73,2,4147.52,2.0,3,0,5.0,0,2023-05-26,2024-02-13,1
CLT00249,33,Célibataire,Salarié,Hauts-de-France,168,Assurance Vie,Confort,Courtier,94.15,1,2699.07,1.0,3,0,5.0,0,2023-02-07,2023-10-23,0
CLT00250,28,Célibataire,Salarié,Bretagne,144,Assurance Vie,Essentiel,Web,53.19,0,0.0,1.0,1,0,3.0,0,2022-10-16,2024-03-05,0
CLT00251,29,Célibataire,Salarié,Nouvelle-Aquitaine,84,Multirisque Pro,Premium,Téléphone,396.98,2,416.36,,1,0,1.0,0,2023-03-18,2023-05-25,0
CLT00252,50,Marié(e),Salarié,Grand Est,156,Assurance Santé,Premium,Courtier,244.49,0,0.0,1.0,0,0,4.0,0,2023-02-15,2023-03-13,0
CLT00253,70,Marié(e),Salarié,Bretagne,168,Multirisque Pro,Premium,Web,456.66,2,1995.48,1.0,0,0,4.0,0,2023-01-31,2024-06-30,0
CLT00254,30,En couple,Salarié,PACA,96,Assurance Vie,Premium,Courtier,105.66,1,518.75,0.0,2,0,4.0,0,2023-02-08,2023-08-18,1
CLT00255,32,En couple,Sans emploi,Auvergne-Rhône-Alpes,156,Assurance Santé,Premium,Courtier,282.07,0,0.0,0.0,2,2,4.0,0,2023-06-06,2023-12-28,0
CLT00256,69,En couple,Fonctionnaire,Île-de-France,12,Multirisque Pro,Essentiel,Agence,227.67,3,7498.07,0.0,2,1,1.0,1,2023-05-01,2024-01-21,1
CLT00257,41,Marié(e),Indépendant,Bretagne,24,Assurance Vie,Essentiel,Web,56.39,1,2440.99,1.0,0,0,2.0,0,2023-02-07,2024-06-28,1
CLT00258,72,Veuf/Veuve,Sans emploi,Bretagne,108,Multirisque Pro,Premium,Courtier,471.84,1,2100.28,0.0,2,0,4.0,0,2022-11-03,2024-03-03,0
CLT00259,60,Veuf/Veuve,Sans emploi,PACA,144,Assurance Auto,Confort,Courtier,101.94,1,2274.75,1.0,2,0,4.0,0,2022-11-12,2022-12-09,0
CLT00260,56,Célibataire,Sans emploi,Occitanie,132,Multirisque Pro,Confort,Courtier,285.63,1,322.47,0.0,0,0,3.0,0,2023-05-07,2023-08-02,1
CLT00261,42,En couple,Salarié,Auvergne-Rhône-Alpes,72,Multirisque Pro,Premium,Téléphone,459.26,0,0.0,0.0,0,1,3.0,0,2023-08-10,2023-10-05,0
CLT00262,24,Veuf/Veuve,Indépendant,Bretagne,36,Assurance Habitation,Essentiel,Téléphone,51.76,2,2813.52,0.0,3,0,1.0,0,2023-02-27,2024-02-15,1
CLT00263,45,En couple,Sans emploi,Île-de-France,84,Assurance Habitation,Confort,Téléphone,64.83,0,0.0,1.0,0,0,5.0,0,2022-08-01,2024-02-26,1
CLT00264,39,Marié(e),Indépendant,Grand Est,144,Assurance Santé,Premium,Téléphone,204.56,0,0.0,2.0,2,0,3.0,0,2023-04-16,2024-01-13,0
CLT00265,73,Veuf/Veuve,Indépendant,Nouvelle-Aquitaine,96,Assurance Santé,Premium,Courtier,287.0,0,0.0,1.0,0,0,5.0,1,2022-09-10,2023-06-22,0
CLT00266,66,Marié(e),Indépendant,Nouvelle-Aquitaine,48,Multirisque Pro,Confort,Web,247.73,0,0.0,3.0,2,0,3.0,0,2023-12-08,2024-06-05,0
CLT00267,51,Marié(e),Fonctionnaire,Bretagne,120,Assurance Vie,Confort,Téléphone,97.86,0,0.0,4.0,0,0,4.0,1,2022-05-05,2023-12-13,0
CLT00268,50,En couple,Fonctionnaire,Bretagne,156,Multirisque Pro,Confort,Téléphone,297.47,0,0.0,0.0,3,0,3.0,0,2022-02-13,2022-12-04,0
CLT00269,55,Veuf/Veuve,Indépendant,Nouvelle-Aquitaine,156,Assurance Auto,Confort,Téléphone,125.07,2,2866.47,0.0,3,0,4.0,0,2022-07-26,2024-01-28,0
CLT00270,42,Célibataire,Sans emploi,Auvergne-Rhône-Alpes,144,Assurance Santé,Premium,Courtier,273.78,0,0.0,0.0,2,0,,0,2023-08-24,2023-12-24,0
CLT00271,72,Célibataire,Salarié,Occitanie,156,Assurance Habitation,Essentiel,Web,53.9,2,3891.07,1.0,1,1,4.0,0,2023-02-28,2023-08-16,0
CLT00272,58,En couple,Retraité,Île-de-France,48,Assurance Vie,Essentiel,Web,70.05,0,0.0,1.0,1,0,4.0,1,2023-10-31,2024-06-26,1
CLT00273,32,Marié(e),Fonctionnaire,Nouvelle-Aquitaine,84,Assurance Vie,Confort,Web,75.07,1,972.15,3.0,3,2,5.0,0,2023-10-24,2023-11-08,1
CLT00274,73,En couple,Retraité,Île-de-France,72,Assurance Auto,Premium,Web,168.97,0,0.0,0.0,0,0,4.0,0,2022-06-30,2022-08-06,0
CLT00275,72,Célibataire,Salarié,Nouvelle-Aquitaine,24,Assurance Vie,Confort,Web,92.74,2,2953.48,1.0,2,0,5.0,1,2022-11-02,2024-06-05,1
CLT00276,30,Veuf/Veuve,Sans emploi,Nouvelle-Aquitaine,96,Multirisque Pro,Essentiel,Courtier,229.78,0,0.0,2.0,3,0,3.0,0,2023-06-21,2024-02-28,1
CLT00277,68,En couple,Salarié,Nouvelle-Aquitaine,168,Assurance Habitation,Premium,Téléphone,83.45,1,2335.27,3.0,1,0,4.0,0,2022-12-05,2023-05-20,0
CLT00278,37,Célibataire,Fonctionnaire,Auvergne-Rhône-Alpes,144,Assurance Vie,Premium,Courtier,135.79,0,0.0,0.0,0,3,5.0,0,2022-10-30,2024-06-02,0
CLT00279,61,Marié(e),Salarié,Grand Est,84,Assurance Habitation,Essentiel,Téléphone,38.29,0,0.0,0.0,0,0,4.0,0,2023-02-15,2024-01-23,0
CLT00280,30,Marié(e),Indépendant,Hauts-de-France,12,Assurance Auto,Essentiel,Web,91.69,1,448.09,1.0,1,0,3.0,0,2022-01-07,2022-10-01,1
CLT00281,29,Marié(e),Fonctionnaire,Nouvelle-Aquitaine,36,Assurance Vie,Essentiel,Téléphone,64.27,1,2153.72,0.0,2,0,4.0,0,2023-08-20,2024-06-08,0
CLT00282,63,Célibataire,Salarié,Occitanie,144,Assurance Auto,Confort,Courtier,122.92,0,0.0,0.0,0,0,4.0,1,2023-04-22,2023-09-26,0
CLT00283,44,Marié(e),Fonctionnaire,PACA,168,Assurance Habitation,Confort,Courtier,56.91,0,0.0,0.0,2,0,4.0,0,2023-09-22,2024-01-13,0
CLT00284,42,Veuf/Veuve,Sans emploi,Auvergne-Rhône-Alpes,36,Assurance Habitation,Essentiel,Téléphone,43.89,1,544.18,3.0,2,0,5.0,1,2023-01-18,2024-03-18,0
CLT00285,41,Célibataire,Sans emploi,Occitanie,24,Multirisque Pro,Confort,Web,261.71,1,2503.1,,1,0,4.0,1,2023-04-03,2023-12-29,0
CLT00286,33,En couple,Sans emploi,Île-de-France,84,Assurance Santé,Essentiel,Agence,108.66,2,5013.16,2.0,0,0,4.0,0,2023-07-04,2023-09-18,0
CLT00287,47,En couple,Sans emploi,PACA,24,Assurance Habitation,Confort,Téléphone,59.64,1,375.53,2.0,0,2,3.0,0,2023-05-16,2023-07-01,0
CLT00288,22,En couple,Sans emploi,Hauts-de-France,132,Multirisque Pro,Confort,Agence,264.5,2,2154.75,,2,0,5.0,0,2023-03-02,2023-10-21,0
CLT00289,72,Célibataire,Retraité,Nouvelle-Aquitaine,60,Multirisque Pro,Essentiel,Téléphone,178.12,0,0.0,,3,1,4.0,0,2022-09-18,2022-09-21,0
CLT00290,42,Veuf/Veuve,Fonctionnaire,Île-de-France,132,Assurance Habitation,Premium,Agence,97.49,3,6992.72,4.0,2,0,5.0,0,2023-12-19,2024-01-04,0
CLT00291,58,Célibataire,Fonctionnaire,Hauts-de-France,120,Multirisque Pro,Essentiel,Agence,177.34,0,0.0,0.0,3,0,4.0,0,2023-02-23,2023-05-26,0
CLT00292,65,Veuf/Veuve,Retraité,Bretagne,108,Assurance Habitation,Premium,Téléphone,78.15,1,1366.21,2.0,2,0,4.0,1,2023-01-22,2024-02-10,0
CLT00293,43,Célibataire,Indépendant,Bretagne,12,Assurance Auto,Premium,Web,180.59,1,300.63,0.0,3,1,4.0,0,2023-07-05,2024-01-22,0
CLT00294,42,Célibataire,Fonctionnaire,Île-de-France,144,Multirisque Pro,Essentiel,Web,219.92,0,0.0,3.0,3,0,1.0,1,2023-04-20,2024-03-29,0
CLT00295,74,En couple,Retraité,Occitanie,144,Multirisque Pro,Confort,Téléphone,247.79,1,877.29,3.0,1,0,1.0,0,2022-12-21,2023-05-28,0
CLT00296,68,Veuf/Veuve,Sans emploi,Île-de-France,72,Assurance Santé,Essentiel,Agence,124.3,1,227.79,1.0,3,0,1.0,0,2022-01-17,2022-09-20,0
CLT00297,37,Veuf/Veuve,Sans emploi,Île-de-France,12,Assurance Habitation,Essentiel,Agence,46.46,4,2206.16,0.0,2,0,4.0,0,2023-11-20,2024-05-18,0
CLT00298,53,Veuf/Veuve,Indépendant,Grand Est,60,Assurance Auto,Essentiel,Agence,77.57,1,825.14,1.0,3,0,1.0,0,2023-07-07,2023-10-26,0
CLT00299,68,Marié(e),Sans emploi,Occitanie,36,Assurance Auto,Essentiel,Courtier,68.66,2,4785.91,2.0,3,0,3.0,1,2023-09-05,2024-02-16,0
CLT00300,50,Veuf/Veuve,Fonctionnaire,Occitanie,24,Assurance Habitation,Confort,Web,66.85,0,0.0,0.0,3,2,2.0,1,2022-10-09,2022-12-10,1
CLT00301,53,Veuf/Veuve,Salarié,Grand Est,48,Multirisque Pro,Premium,Web,416.23,3,1235.08,0.0,2,0,4.0,1,2022-12-19,2024-01-13,0
CLT00302,66,En couple,Fonctionnaire,Grand Est,36,Multirisque Pro,Confort,Téléphone,252.4,2,3961.35,0.0,3,1,4.0,1,2023-01-21,2023-07-28,0
CLT00303,68,Marié(e),Indépendant,Occitanie,108,Multirisque Pro,Confort,Web,305.62,1,2805.7,1.0,0,0,4.0,1,2023-04-20,2023-05-19,0
CLT00304,36,Veuf/Veuve,Indépendant,Auvergne-Rhône-Alpes,156,Multirisque Pro,Confort,Téléphone,331.01,3,5815.63,3.0,1,0,4.0,0,2022-09-19,2023-04-15,1
CLT00305,51,Marié(e),Salarié,Hauts-de-France,72,Assurance Santé,Premium,Agence,241.43,0,0.0,0.0,0,3,2.0,0,2023-07-03,2023-10-08,1
CLT00306,65,Célibataire,Indépendant,Île-de-France,72,Assurance Auto,Confort,Téléphone,99.47,1,1595.06,1.0,2,0,5.0,0,2023-08-25,2024-06-06,0
CLT00307,40,Marié(e),Salarié,Bretagne,84,Assurance Habitation,Confort,Web,55.16,1,2947.3,0.0,2,0,4.0,0,2022-08-05,2023-02-15,0
CLT00308,37,En couple,Retraité,Occitanie,24,Assurance Auto,Premium,Téléphone,190.15,0,0.0,3.0,1,0,4.0,0,2022-09-03,2024-03-21,0
CLT00309,41,Marié(e),Fonctionnaire,Hauts-de-France,96,Assurance Santé,Confort,Téléphone,187.7,2,3777.16,2.0,3,2,4.0,0,2022-09-25,2023-09-28,0
